2019/04/12 17:35:25.852	INFO	client-demo/player.go:63	connect succ	{"addr": "192.168.0.10:9876"}
2019/04/12 17:35:47.397	INFO	client-demo/player.go:198	未处理的消息	{"msgName": "pbgame_mj_changshu.GameDeskInfo", "msgValue": "game_name:\"11101\" arg:<args:<Barhead:5 PlayerCount:4 Dipiao:1 RInfo:<> PaymentType:3 LimitIP:1 > Enable:true Type:DTFriend FeeType:FTMasonry DeskID:325185 > game_status:GSWait banker_id:-1 master_uid:31 game_user:<info:<UserID:32 SessionID:\"a19632c8-1119-4685-a8be-e59c4e01b27c\" WxID:\"wx_2\" Gold:5000 Masonry:8 > chair_id:1 user_status:UDSSitDown > game_user:<info:<UserID:33 SessionID:\"4afc0fba-3830-41ff-9920-c3b25dfa659e\" WxID:\"wx_3\" Gold:5000 Masonry:8 > chair_id:2 user_status:UDSSitDown > game_user:<info:<UserID:34 SessionID:\"7b8aed56-0624-44d7-8f6e-fd07f3ccb9a7\" WxID:\"wx_4\" Gold:5000 Masonry:8 > chair_id:3 user_status:UDSSitDown > game_user:<info:<UserID:31 SessionID:\"853f6edf-11e6-40eb-a09b-1a4ac8b421c9\" WxID:\"wx_1\" Gold:5000 Masonry:8 > user_status:UDSSitDown > "}
2019/04/12 17:35:47.398	INFO	client-demo/player.go:168	recv	{"msgName": "pbgame.GameNotif", "msgValue": "NotifName:\"pbgame_mj_changshu.S2CThrowDice\" "}
2019/04/12 17:35:47.398	INFO	clientgame/changshu.go:41	recv GameNotif 轮到玩家投色子	{"NotifName": "pbgame_mj_changshu.S2CThrowDice", "NotifValue": ""}
2019/04/12 17:35:55.248	INFO	client-demo/player.go:168	recv	{"msgName": "pbgame.VoteDestroyDeskStartNotif", "msgValue": "DeskID:325185 VoteUser:34 LeftTime:15 "}
2019/04/12 17:35:55.248	INFO	client-demo/player.go:198	未处理的消息	{"msgName": "pbgame.VoteDestroyDeskStartNotif", "msgValue": "DeskID:325185 VoteUser:34 LeftTime:15 "}
2019/04/12 17:36:10.045	INFO	client-demo/player.go:168	recv	{"msgName": "pbgame.VoteDestroyDeskNotif", "msgValue": "DeskID:325185 UserID:31 Option:VoteOptionAgree "}
2019/04/12 17:36:10.045	INFO	client-demo/player.go:198	未处理的消息	{"msgName": "pbgame.VoteDestroyDeskNotif", "msgValue": "DeskID:325185 UserID:31 Option:VoteOptionAgree "}
2019/04/12 17:36:10.046	INFO	client-demo/player.go:168	recv	{"msgName": "pbgame.VoteDestroyDeskNotif", "msgValue": "DeskID:325185 UserID:32 Option:VoteOptionAgree "}
2019/04/12 17:36:10.046	INFO	client-demo/player.go:198	未处理的消息	{"msgName": "pbgame.VoteDestroyDeskNotif", "msgValue": "DeskID:325185 UserID:32 Option:VoteOptionAgree "}
2019/04/12 17:36:10.047	INFO	client-demo/player.go:168	recv	{"msgName": "pbgame.VoteDestroyDeskNotif", "msgValue": "DeskID:325185 UserID:33 Option:VoteOptionAgree "}
2019/04/12 17:36:10.047	INFO	client-demo/player.go:198	未处理的消息	{"msgName": "pbgame.VoteDestroyDeskNotif", "msgValue": "DeskID:325185 UserID:33 Option:VoteOptionAgree "}
2019/04/12 17:36:10.047	INFO	client-demo/player.go:168	recv	{"msgName": "pbgame.DestroyDeskResultNotif", "msgValue": "DeskID:325185 Result:1 "}
